1	-0.121292293	-0.60873127
1	-0.100234032	-0.613440037
1	-0.091563404	-0.619325638
1	-0.087811232	-0.647106647
1	-0.054700553	-0.688778877
1	-0.05140996	-0.696311951
1	-0.05070436	-0.730685234
1	-0.04129678	-0.759879112
1	-0.047882289	-0.775417805
1	-0.040591538	-0.772828102
1	-0.038238615	-0.778949261
1	-0.033062339	-0.777065754
1	-0.026473522	-0.782951832
1	-0.030238643	-0.79072094
1	-0.022942424	-0.793075562
1	-0.012114525	-0.821798325
1	-0.012820274	-0.837572575
1	-0.026237413	-0.845106125
1	-0.029532805	-0.853817463
1	-0.043412983	-0.860409737
1	-0.032591015	-0.860880375
1	-0.033062339	-0.895489216
1	-0.03682664	-0.897372723
1	-0.031179354	-0.896195889
1	-0.032826662	-0.88748455
1	-0.030003488	-0.883246899
1	-0.022707492	-0.883246899
1	-0.019176289	-0.888190746
1	-0.014704004	-0.884894848
1	-0.020589143	-0.89478302
1	-0.006935377	-0.896195889
1	0.0166088641	-0.873358727
1	0.0272007138	-0.870533466
1	0.0319068432	-0.879715443
1	0.0711702108	-0.893135071
1	0.0737526417	-0.896430969
1	0.0707004666	-0.899491787
1	0.0852517486	-0.912205219
1	0.0979127288	-0.937396526
1	0.0960379839	-0.942105293
1	0.1002549529	-0.943518162
1	0.1030661464	-0.958115101
1	0.1009589434	-0.995549202
1	0.1154705286	-1.00731945
1	0.1189776659	-1.020976067
1	0.1283222437	-1.021681786
1	0.1418523788	-1.034865379
1	0.149772644	-1.050404549
1	0.1476778984	-1.063824654
1	0.1521004438	-1.060528755
1	0.1630289555	-1.064059258
1	0.1702262163	-1.07677269
1	0.1706895828	-1.087603569
1	0.177878499	-1.092077255
1	0.1806578636	-1.098433495
1	0.1859819889	-1.082658768
1	0.1864449978	-1.118915558
1	0.1827419996	-1.113500595
1	0.1769510508	-1.136573792
1	0.1776465178	-1.145519257
1	0.1852875948	-1.154231071
1	0.1829738617	-1.186957359
1	0.1956912279	-1.193549156
1	0.2003076077	-1.214032173
1	0.2129808664	-1.222036362
1	0.2049201727	-1.226509094
1	0.2028442621	-1.218033791
1	0.1998456717	-1.217562675
1	0.196383357	-1.235691071
1	0.1887574196	-1.246993065
1	0.1630289555	-1.239930153
1	0.1574507952	-1.248876572
1	0.1711537838	-1.256646156
1	0.1869068146	-1.249347687
1	0.2019221783	-1.253819466
1	0.2113697529	-1.242282867
1	0.2164311409	-1.250052452
1	0.2127506733	-1.257586479
1	0.2058418989	-1.262060165
1	0.1984612942	-1.278541565
1	0.196845293	-1.295021057
1	0.1880640984	-1.300200462
1	0.191532135	-1.301612854
1	0.1917636395	-1.308441162
1	0.186675787	-1.316681862
1	0.1665124893	-1.321390152
1	0.1507041454	-1.341402054
